Ogs,name_strain,name_gene,direction,start,end
29866638,Yersinia pseudotuberculosis YPIII,YPK_1258,forward,1386292,1387359
29866639,Yersinia pestis A1122,A1122_11890,reverse,2600680,2602017
29866639,Yersinia pestis Angola,YpAngola_A3629,forward,3851529,3852866
29866639,Yersinia pestis Antiqua,YPA_2353,reverse,2638586,2639923
29866639,Yersinia pestis CO92,YPO2914,reverse,3255724,3257061
29866639,Yersinia pestis D106004,YPD4_2294,reverse,2940953,2942290
29866639,Yersinia pestis D182038,YPD8_2398,forward,3049118,3050455
29866639,Yersinia pestis KIM,y1315,forward,1461855,1463222
29866639,Yersinia pestis Nepal516,YPN_1224,forward,1391786,1393123
29866639,Yersinia pestis Pestoides F,YPDSF_2258,reverse,2557275,2558612
29866639,Yersinia pestis Z176003,YPZ3_2418,forward,3124144,3125481
29866639,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3110,reverse,3006086,3007423
29866639,Yersinia pestis biovar Microtus str. 91001,YP_2543,forward,2816509,2817846
29866639,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1152,forward,1356461,1357798
29866639,Yersinia pseudotuberculosis IP 32953,YPTB2874,reverse,3400557,3401894
29866639,Yersinia pseudotuberculosis PB1/+,YPTS_2984,reverse,3314263,3315600
29866639,Yersinia pseudotuberculosis YPIII,YPK_1259,forward,1387322,1388659
29866640,Yersinia pestis A1122,A1122_11880,reverse,2598898,2600520
29866640,Yersinia pestis Angola,YpAngola_A3630,forward,3853026,3854648
29866640,Yersinia pestis Antiqua,YPA_2352,reverse,2636804,2638426
29866640,Yersinia pestis CO92,YPO2912,reverse,3253942,3255564
29866640,Yersinia pestis D106004,YPD4_2293,reverse,2939171,2940793
29866640,Yersinia pestis D182038,YPD8_2399,forward,3050615,3052237
29866640,Yersinia pestis KIM,y1316,forward,1463382,1465004
29866640,Yersinia pestis Nepal516,YPN_1225,forward,1393283,1394905
29866640,Yersinia pestis Pestoides F,YPDSF_2257,reverse,2555493,2557115
29866640,Yersinia pestis Z176003,YPZ3_2419,forward,3125641,3127263
29866640,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3109,reverse,3004304,3005926
29866640,Yersinia pestis biovar Microtus str. 91001,YP_2544,forward,2818006,2819628
29866640,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1154,forward,1357958,1359580
29866640,Yersinia pseudotuberculosis IP 32953,YPTB2873,reverse,3398775,3400397
29866640,Yersinia pseudotuberculosis PB1/+,YPTS_2982,reverse,3312481,3314103
29866640,Yersinia pseudotuberculosis YPIII,YPK_1261,forward,1388819,1390441
29866641,Yersinia pestis A1122,A1122_11875,reverse,2598545,2598883
29866641,Yersinia pestis Angola,YpAngola_A3631,forward,3854663,3855001
29866641,Yersinia pestis Antiqua,YPA_2351,reverse,2636451,2636789
29866641,Yersinia pestis CO92,YPO2911,reverse,3253589,3253927
29866641,Yersinia pestis D106004,YPD4_2292,reverse,2938818,2939156
29866641,Yersinia pestis D182038,YPD8_2400,forward,3052252,3052590
29866641,Yersinia pestis KIM,y1317,forward,1465019,1465357
29866641,Yersinia pestis Nepal516,YPN_1226,forward,1394920,1395258
29866641,Yersinia pestis Pestoides F,YPDSF_2256,reverse,2555140,2555478
29866641,Yersinia pestis Z176003,YPZ3_2420,forward,3127278,3127616
29866641,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3108,reverse,3003951,3004289
29866641,Yersinia pestis biovar Microtus str. 91001,YP_2545,forward,2819643,2819981
29866641,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1155,forward,1359595,1359933
29866641,Yersinia pseudotuberculosis IP 32953,YPTB2872,reverse,3398422,3398760
29866641,Yersinia pseudotuberculosis PB1/+,YPTS_2981,reverse,3312128,3312466
29866641,Yersinia pseudotuberculosis YPIII,YPK_1262,forward,1390456,1390794
29866648,Yersinia pestis A1122,A1122_11860,forward,2595822,2597012
29866648,Yersinia pestis Angola,YpAngola_A0446,forward,468781,469971
29866648,Yersinia pestis Antiqua,YPA_2348,forward,2633728,2634918
29866648,Yersinia pestis CO92,YPO2908,forward,3250866,3252056
29866648,Yersinia pestis D106004,YPD4_2289,forward,2936095,2937285
29866648,Yersinia pestis D182038,YPD8_2403,reverse,3054123,3055313
29866648,Yersinia pestis KIM,y1321,reverse,1468849,1470039
29866648,Yersinia pestis Nepal516,YPN_1231,reverse,1398750,1399940
29866648,Yersinia pestis Pestoides F,YPDSF_2252,forward,2550458,2551648
29866648,Yersinia pestis Z176003,YPZ3_2423,reverse,3129149,3130339
29866648,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3106,forward,3001229,3002419
29866648,Yersinia pestis biovar Microtus str. 91001,YP_2547,reverse,2821514,2822704
29866648,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1157,reverse,1361493,1362683
29866648,Yersinia pseudotuberculosis IP 32953,YPTB2870,forward,3395687,3396877
29866648,Yersinia pseudotuberculosis PB1/+,YPTS_2979,forward,3309393,3310583
29866648,Yersinia pseudotuberculosis YPIII,YPK_1264,reverse,1392385,1393575
29866649,Yersinia pestis A1122,A1122_11855,reverse,2594028,2595281
29866649,Yersinia pestis Angola,YpAngola_A0445,reverse,466987,468240
29866649,Yersinia pestis Antiqua,YPA_2347,reverse,2631934,2633187
29866649,Yersinia pestis CO92,YPO2907,reverse,3249072,3250325
29866649,Yersinia pestis D106004,YPD4_2288,reverse,2934301,2935554
29866649,Yersinia pestis D182038,YPD8_2404,forward,3055854,3057107
29866649,Yersinia pestis KIM,y1322,forward,1470580,1471833
29866649,Yersinia pestis Nepal516,YPN_1232,forward,1400481,1401734
29866649,Yersinia pestis Pestoides F,YPDSF_2251,reverse,2548664,2549917
29866649,Yersinia pestis Z176003,YPZ3_2424,forward,3130880,3132133
29866649,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3105,reverse,2999435,3000688
29866649,Yersinia pestis biovar Microtus str. 91001,YP_2548,forward,2823245,2824498
29866649,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1158,forward,1363224,1364477
29866649,Yersinia pseudotuberculosis IP 32953,YPTB2869,reverse,3393893,3395146
29866649,Yersinia pseudotuberculosis PB1/+,YPTS_2978,reverse,3307599,3308852
29866649,Yersinia pseudotuberculosis YPIII,YPK_1265,forward,1394116,1395369
29866651,Yersinia pestis A1122,A1122_11840,forward,2590169,2591530
29866651,Yersinia pestis Angola,YpAngola_A0443,forward,463127,464473
29866651,Yersinia pestis Antiqua,YPA_2343,forward,2628090,2629436
29866651,Yersinia pestis CO92,YPO2903,forward,3245213,3246574
29866651,Yersinia pestis D106004,YPD4_2284,forward,2930441,2931802
29866651,Yersinia pestis D182038,YPD8_2407,reverse,3059604,3060965
29866651,Yersinia pestis KIM,y1328,reverse,1474331,1475722
29866651,Yersinia pestis Nepal516,YPN_1235,reverse,1404232,1405608
29866651,Yersinia pestis Pestoides F,YPDSF_2247,forward,2544784,2546145
29866651,Yersinia pestis Z176003,YPZ3_2427,reverse,3134631,3135992
29866651,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3100,forward,2995561,2996937
29866651,Yersinia pestis biovar Microtus str. 91001,YP_2552,reverse,2826996,2828357
29866651,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1161,reverse,1366992,1368353
29866651,Yersinia pseudotuberculosis IP 32953,YPTB2865,forward,3389945,3391306
29866651,Yersinia pseudotuberculosis PB1/+,YPTS_2973,forward,3303741,3305102
29866651,Yersinia pseudotuberculosis YPIII,YPK_1270,reverse,1398028,1399389
29866652,Yersinia pestis A1122,A1122_11835,reverse,2589353,2590027
29866652,Yersinia pestis Angola,YpAngola_A0440,reverse,462311,462985
29866652,Yersinia pestis Antiqua,YPA_2342,reverse,2627274,2627948
29866652,Yersinia pestis CO92,YPO2902,reverse,3244397,3245071
29866652,Yersinia pestis D106004,YPD4_2283,reverse,2929625,2930299
29866652,Yersinia pestis D182038,YPD8_2408,forward,3061107,3061781
29866652,Yersinia pestis KIM,y1329,forward,1475864,1476538
29866652,Yersinia pestis Nepal516,YPN_1236,forward,1405750,1406424
29866652,Yersinia pestis Pestoides F,YPDSF_2246,reverse,2543968,2544642
29866652,Yersinia pestis Z176003,YPZ3_2428,forward,3136134,3136808
29866652,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3099,reverse,2994745,2995419
29866652,Yersinia pestis biovar Microtus str. 91001,YP_2553,forward,2828499,2829173
29866652,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1163,forward,1368495,1369169
29866652,Yersinia pseudotuberculosis IP 32953,YPTB2864,reverse,3389129,3389803
29866652,Yersinia pseudotuberculosis PB1/+,YPTS_2972,reverse,3302925,3303599
29866652,Yersinia pseudotuberculosis YPIII,YPK_1271,forward,1399531,1400205
29866653,Yersinia pestis A1122,A1122_11830,reverse,2588340,2589362
29866653,Yersinia pestis Angola,YpAngola_A0439,reverse,461298,462320
29866653,Yersinia pestis Antiqua,YPA_2341,reverse,2626261,2627283
29866653,Yersinia pestis CO92,YPO2901,reverse,3243384,3244406
29866653,Yersinia pestis D106004,YPD4_2282,reverse,2928612,2929634
29866653,Yersinia pestis D182038,YPD8_2409,forward,3061841,3062794
29866653,Yersinia pestis KIM,y1330,forward,1476529,1477551
29866653,Yersinia pestis Nepal516,YPN_1237,forward,1406415,1407437
29866653,Yersinia pestis Pestoides F,YPDSF_2245,reverse,2542955,2543977
29866653,Yersinia pestis Z176003,YPZ3_2429,forward,3136799,3137821
29866653,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3098,reverse,2993732,2994754
29866653,Yersinia pestis biovar Microtus str. 91001,YP_2554,forward,2829164,2830186
29866653,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1164,forward,1369160,1370182
29866653,Yersinia pseudotuberculosis IP 32953,YPTB2863,reverse,3388116,3389138
29866653,Yersinia pseudotuberculosis PB1/+,YPTS_2971,reverse,3301912,3302934
29866653,Yersinia pseudotuberculosis YPIII,YPK_1272,forward,1400196,1401218
29866654,Yersinia pestis A1122,A1122_11820,forward,2586728,2587531
29866654,Yersinia pestis Angola,YpAngola_A0438,forward,460396,461199
29866654,Yersinia pestis Antiqua,YPA_2340,forward,2625359,2626162
29866654,Yersinia pestis CO92,YPO2899,forward,3241772,3242575
29866654,Yersinia pestis D106004,YPD4_2280,forward,2927000,2927803
29866654,Yersinia pestis D182038,YPD8_2411,reverse,3063603,3064406
29866654,Yersinia pestis KIM,y1331,reverse,1477650,1478453
29866654,Yersinia pestis Nepal516,YPN_1238,reverse,1407536,1408339
29866654,Yersinia pestis Pestoides F,YPDSF_2244,forward,2542053,2542856
29866654,Yersinia pestis Z176003,YPZ3_2431,reverse,3138630,3139433
29866654,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3095,forward,2992120,2992923
29866654,Yersinia pestis biovar Microtus str. 91001,YP_2555,reverse,2830285,2831088
29866654,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1165,reverse,1370281,1371084
29866654,Yersinia pseudotuberculosis IP 32953,YPTB2862,forward,3387214,3388017
29866654,Yersinia pseudotuberculosis PB1/+,YPTS_2970,forward,3301010,3301813
29866654,Yersinia pseudotuberculosis YPIII,YPK_1273,reverse,1401317,1402120
29866655,Yersinia pestis A1122,A1122_11815,reverse,2585836,2586609
29866655,Yersinia pestis Angola,YpAngola_A0437,reverse,459504,460277
29866655,Yersinia pestis Antiqua,YPA_2339,reverse,2624467,2625240
29866655,Yersinia pestis CO92,YPO2898,reverse,3240880,3241653
29866655,Yersinia pestis D106004,YPD4_2279,reverse,2926108,2926881
29866655,Yersinia pestis D182038,YPD8_2412,forward,3064525,3065298
29866655,Yersinia pestis KIM,y1332,forward,1478572,1479345
29866655,Yersinia pestis Nepal516,YPN_1239,forward,1408458,1409231
29866655,Yersinia pestis Pestoides F,YPDSF_2243,reverse,2541161,2541934
29866655,Yersinia pestis Z176003,YPZ3_2432,forward,3139552,3140325
29866655,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3094,reverse,2991228,2992001
29866655,Yersinia pestis biovar Microtus str. 91001,YP_2556,forward,2831207,2831980
29866655,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1166,forward,1371203,1371976
29866655,Yersinia pseudotuberculosis IP 32953,YPTB2861,reverse,3386322,3387095
29866655,Yersinia pseudotuberculosis PB1/+,YPTS_2969,reverse,3300118,3300891
29866655,Yersinia pseudotuberculosis YPIII,YPK_1274,forward,1402239,1403012
29866656,Yersinia pestis A1122,A1122_11810,reverse,2585186,2585680
29866656,Yersinia pestis Angola,YpAngola_A0436,reverse,458854,459348
29866656,Yersinia pestis Antiqua,YPA_2338,reverse,2623817,2624311
29866656,Yersinia pestis CO92,YPO2897,reverse,3240230,3240724
29866656,Yersinia pestis D106004,YPD4_2278,reverse,2925458,2925952
29866656,Yersinia pestis D182038,YPD8_2413,forward,3065500,3065949
29866656,Yersinia pestis KIM,y1333,forward,1479438,1479995
29866656,Yersinia pestis Nepal516,YPN_1240,forward,1409387,1409881
29866656,Yersinia pestis Pestoides F,YPDSF_2242,reverse,2540511,2541005
29866656,Yersinia pestis Z176003,YPZ3_2433,forward,3140481,3140975
29866656,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3093,reverse,2990578,2991072
29866656,Yersinia pestis biovar Microtus str. 91001,YP_2557,forward,2832073,2832630
29866656,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1167,forward,1372132,1372626
29866656,Yersinia pseudotuberculosis IP 32953,YPTB2860,reverse,3385672,3386166
29866656,Yersinia pseudotuberculosis PB1/+,YPTS_2968,reverse,3299468,3300025
29866656,Yersinia pseudotuberculosis YPIII,YPK_1275,forward,1403105,1403662
29866658,Yersinia pestis A1122,A1122_11800,reverse,2583486,2583872
29866658,Yersinia pestis Angola,YpAngola_A0434,reverse,457154,457540
29866658,Yersinia pestis Antiqua,YPA_2336,reverse,2622117,2622503
29866658,Yersinia pestis CO92,YPO2895,reverse,3238530,3238916
29866658,Yersinia pestis D106004,YPD4_2275,reverse,2923757,2924143
29866658,Yersinia pestis D182038,YPD8_2415,forward,3067264,3067650
29866658,Yersinia pestis KIM,y1335,forward,1481309,1481695
29866658,Yersinia pestis Nepal516,YPN_1242,forward,1411195,1411581
29866658,Yersinia pestis Pestoides F,YPDSF_2240,reverse,2538811,2539197
29866658,Yersinia pestis Z176003,YPZ3_2435,forward,3142289,3142675
29866658,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3091,reverse,2988878,2989264
29866658,Yersinia pestis biovar Microtus str. 91001,YP_2559,forward,2833944,2834330
29866658,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1169,forward,1373940,1374326
29866658,Yersinia pseudotuberculosis IP 32953,YPTB2858,reverse,3383972,3384358
29866658,Yersinia pseudotuberculosis PB1/+,YPTS_2966,reverse,3297768,3298154
29866658,Yersinia pseudotuberculosis YPIII,YPK_1277,forward,1404976,1405362
29866660,Yersinia pestis A1122,A1122_11790,reverse,2582258,2582782
29866660,Yersinia pestis Angola,YpAngola_A0432,reverse,455926,456450
29866660,Yersinia pestis Antiqua,YPA_2334,reverse,2620889,2621413
29866660,Yersinia pestis CO92,YPO2893,reverse,3237302,3237826
29866660,Yersinia pestis D106004,YPD4_2273,reverse,2922529,2923053
29866660,Yersinia pestis D182038,YPD8_2416,forward,3068354,3068878
29866660,Yersinia pestis KIM,y1338,forward,1482399,1482923
29866660,Yersinia pestis Nepal516,YPN_1244,forward,1412285,1412809
29866660,Yersinia pestis Pestoides F,YPDSF_2238,reverse,2537583,2538107
29866660,Yersinia pestis Z176003,YPZ3_2436,forward,3143379,3143903
29866660,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3089,reverse,2987650,2988174
29866660,Yersinia pestis biovar Microtus str. 91001,YP_2562,forward,2835034,2835558
29866660,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1171,forward,1375032,1375556
29866660,Yersinia pseudotuberculosis IP 32953,YPTB2856,reverse,3382744,3383268
29866660,Yersinia pseudotuberculosis PB1/+,YPTS_2964,reverse,3296540,3297064
29866660,Yersinia pseudotuberculosis YPIII,YPK_1279,forward,1406066,1406590
29866661,Yersinia pestis A1122,A1122_11785,reverse,2580063,2582015
29866661,Yersinia pestis Angola,YpAngola_A0431,reverse,453767,455683
29866661,Yersinia pestis Antiqua,YPA_2333,reverse,2618694,2620646
29866661,Yersinia pestis CO92,YPO2892,reverse,3235107,3237059
29866661,Yersinia pestis D106004,YPD4_2272,reverse,2920334,2922286
29866661,Yersinia pestis D182038,YPD8_2417,forward,3069121,3071073
29866661,Yersinia pestis KIM,y1339,forward,1483166,1485100
29866661,Yersinia pestis Nepal516,YPN_1245,forward,1413052,1415004
29866661,Yersinia pestis Pestoides F,YPDSF_2237,reverse,2535442,2537340
29866661,Yersinia pestis Z176003,YPZ3_2437,forward,3144146,3146098
29866661,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3088,reverse,2985455,2987407
29866661,Yersinia pestis biovar Microtus str. 91001,YP_2563,forward,2835801,2837738
29866661,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1172,forward,1375799,1377733
29866661,Yersinia pseudotuberculosis IP 32953,YPTB2855,reverse,3380567,3382501
29866661,Yersinia pseudotuberculosis PB1/+,YPTS_2963,reverse,3294363,3296297
29866661,Yersinia pseudotuberculosis YPIII,YPK_1280,forward,1406833,1408749
29866662,Yersinia pestis A1122,A1122_11780,reverse,2579725,2580060
29866662,Yersinia pestis Angola,YpAngola_A0430,reverse,453429,453764
29866662,Yersinia pestis Antiqua,YPA_2332,reverse,2618356,2618691
29866662,Yersinia pestis CO92,YPO2891,reverse,3234769,3235104
29866662,Yersinia pestis D106004,YPD4_2271,reverse,2919996,2920331
29866662,Yersinia pestis D182038,YPD8_2418,forward,3071076,3071411
29866662,Yersinia pestis KIM,y1340,forward,1485103,1485438
29866662,Yersinia pestis Nepal516,YPN_1246,forward,1415007,1415342
29866662,Yersinia pestis Pestoides F,YPDSF_2236,reverse,2535104,2535439
29866662,Yersinia pestis Z176003,YPZ3_2438,forward,3146101,3146436
29866662,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3087,reverse,2985117,2985452
29866662,Yersinia pestis biovar Microtus str. 91001,YP_2564,forward,2837741,2838076
29866662,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1173,forward,1377736,1378071
29866662,Yersinia pseudotuberculosis IP 32953,YPTB2854,reverse,3380229,3380564
29866662,Yersinia pseudotuberculosis PB1/+,YPTS_2962,reverse,3294025,3294360
29866662,Yersinia pseudotuberculosis YPIII,YPK_1281,forward,1408752,1409087
29866664,Yersinia pestis A1122,A1122_11770,reverse,2578057,2579355
29866664,Yersinia pestis Angola,YpAngola_A0428,reverse,451761,453059
29866664,Yersinia pestis Antiqua,YPA_2330,reverse,2616688,2617986
29866664,Yersinia pestis CO92,YPO2889,reverse,3233101,3234399
29866664,Yersinia pestis D106004,YPD4_2270,reverse,2918328,2919626
29866664,Yersinia pestis D182038,YPD8_2419,forward,3071781,3073079
29866664,Yersinia pestis KIM,y1342,forward,1485808,1487106
29866664,Yersinia pestis Nepal516,YPN_1248,forward,1415712,1417010
29866664,Yersinia pestis Pestoides F,YPDSF_2234,reverse,2533436,2534734
29866664,Yersinia pestis Z176003,YPZ3_2439,forward,3146806,3148104
29866664,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3084,reverse,2983449,2984747
29866664,Yersinia pestis biovar Microtus str. 91001,YP_2566,forward,2838446,2839744
29866664,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1175,forward,1378441,1379739
29866664,Yersinia pseudotuberculosis IP 32953,YPTB2852,reverse,3378561,3379859
29866664,Yersinia pseudotuberculosis PB1/+,YPTS_2960,reverse,3292357,3293655
29866664,Yersinia pseudotuberculosis YPIII,YPK_1284,forward,1409457,1410755
29866665,Yersinia pestis A1122,A1122_11765,reverse,2577025,2577978
29866665,Yersinia pestis Angola,YpAngola_A0427,reverse,450729,451682
29866665,Yersinia pestis Antiqua,YPA_2329,reverse,2615656,2616609
29866665,Yersinia pestis CO92,YPO2888,reverse,3232069,3233022
29866665,Yersinia pestis D106004,YPD4_2269,reverse,2917296,2918249
29866665,Yersinia pestis D182038,YPD8_2420,forward,3073158,3074111
29866665,Yersinia pestis KIM,y1343,forward,1487185,1488138
29866665,Yersinia pestis Nepal516,YPN_1249,forward,1417089,1418042
29866665,Yersinia pestis Pestoides F,YPDSF_2233,reverse,2532404,2533357
29866665,Yersinia pestis Z176003,YPZ3_2440,forward,3148183,3149136
29866665,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3083,reverse,2982417,2983370
29866665,Yersinia pestis biovar Microtus str. 91001,YP_2567,forward,2839823,2840776
29866665,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1176,forward,1379818,1380735
29866665,Yersinia pseudotuberculosis IP 32953,YPTB2851,reverse,3377529,3378482
29866665,Yersinia pseudotuberculosis PB1/+,YPTS_2959,reverse,3291325,3292278
29866665,Yersinia pseudotuberculosis YPIII,YPK_1285,forward,1410834,1411751
29866668,Yersinia pestis A1122,A1122_11735,reverse,2565403,2567823
29866668,Yersinia pestis Angola,YpAngola_A0423,reverse,438928,441348
29866668,Yersinia pestis Antiqua,YPA_2324,reverse,2603804,2606224
29866668,Yersinia pestis CO92,YPO2884,reverse,3220231,3222651
29866668,Yersinia pestis D106004,YPD4_2265,reverse,2905444,2907864
29866668,Yersinia pestis D182038,YPD8_2424,forward,3083543,3085963
29866668,Yersinia pestis KIM,y1348,forward,1497408,1499828
29866668,Yersinia pestis Nepal516,YPN_1254,forward,1427312,1429732
29866668,Yersinia pestis Pestoides F,YPDSF_2229,reverse,2520450,2522870
29866668,Yersinia pestis Z176003,YPZ3_2444,forward,3158568,3160988
29866668,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3074,reverse,2970728,2973148
29866668,Yersinia pestis biovar Microtus str. 91001,YP_2750,reverse,3051212,3053632
29866668,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1181,forward,1390257,1392677
29866668,Yersinia pseudotuberculosis IP 32953,YPTB2846,reverse,3361914,3364334
29866668,Yersinia pseudotuberculosis PB1/+,YPTS_2955,reverse,3279395,3281815
29866668,Yersinia pseudotuberculosis YPIII,YPK_1288,forward,1415834,1418254
29866669,Yersinia pestis A1122,A1122_11730,reverse,2564648,2565076
29866669,Yersinia pestis Angola,YpAngola_A0422,reverse,438173,438601
29866669,Yersinia pestis Antiqua,YPA_2323,reverse,2603049,2603477
29866669,Yersinia pestis CO92,YPO2883,reverse,3219476,3219904
29866669,Yersinia pestis D106004,YPD4_2264,reverse,2904689,2905117
29866669,Yersinia pestis D182038,YPD8_2425,forward,3086290,3086718
29866669,Yersinia pestis KIM,y1349,forward,1500155,1500583
29866669,Yersinia pestis Nepal516,YPN_1255,forward,1430059,1430487
29866669,Yersinia pestis Pestoides F,YPDSF_2228,reverse,2519695,2520123
29866669,Yersinia pestis Z176003,YPZ3_2445,forward,3161315,3161743
29866669,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3073,reverse,2969973,2970401
29866669,Yersinia pestis biovar Microtus str. 91001,YP_2749,reverse,3050457,3050885
29866669,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1182,forward,1393004,1393432
29866669,Yersinia pseudotuberculosis IP 32953,YPTB2845,reverse,3361158,3361586
29866669,Yersinia pseudotuberculosis PB1/+,YPTS_2954,reverse,3278640,3279068
29866669,Yersinia pseudotuberculosis YPIII,YPK_1289,forward,1418581,1419009
29866670,Yersinia pestis A1122,A1122_11725,reverse,2563190,2564386
29866670,Yersinia pestis Angola,YpAngola_A0421,reverse,436715,437911
29866670,Yersinia pestis Antiqua,YPA_2322,reverse,2601591,2602787
29866670,Yersinia pestis CO92,YPO2882,reverse,3218018,3219214
29866670,Yersinia pestis D106004,YPD4_2263,reverse,2903231,2904427
29866670,Yersinia pestis D182038,YPD8_2426,forward,3086980,3088176
29866670,Yersinia pestis KIM,y1350,forward,1500845,1502041
29866670,Yersinia pestis Nepal516,YPN_1256,forward,1430749,1431945
29866670,Yersinia pestis Pestoides F,YPDSF_2227,reverse,2518237,2519433
29866670,Yersinia pestis Z176003,YPZ3_2446,forward,3162005,3163201
29866670,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3072,reverse,2968515,2969711
29866670,Yersinia pestis biovar Microtus str. 91001,YP_2748,reverse,3048999,3050195
29866670,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1183,forward,1393694,1394890
29866670,Yersinia pseudotuberculosis IP 32953,YPTB2844,reverse,3359700,3360896
29866670,Yersinia pseudotuberculosis PB1/+,YPTS_2953,reverse,3277182,3278378
29866670,Yersinia pseudotuberculosis YPIII,YPK_1290,forward,1419271,1420467
29866671,Yersinia pestis A1122,A1122_11720,reverse,2562287,2563036
29866671,Yersinia pestis Angola,YpAngola_A0420,reverse,435812,436561
29866671,Yersinia pestis Antiqua,YPA_2321,reverse,2600688,2601437
29866671,Yersinia pestis CO92,YPO2881,reverse,3217115,3217864
29866671,Yersinia pestis D106004,YPD4_2262,reverse,2902327,2902797
29866671,Yersinia pestis D182038,YPD8_2427,forward,3088330,3089079
29866671,Yersinia pestis KIM,y1351,forward,1502195,1502944
29866671,Yersinia pestis Nepal516,YPN_1257,forward,1432099,1432848
29866671,Yersinia pestis Pestoides F,YPDSF_2226,reverse,2517334,2518083
29866671,Yersinia pestis Z176003,YPZ3_2447,forward,3163355,3164104
29866671,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3071,reverse,2967612,2968361
29866671,Yersinia pestis biovar Microtus str. 91001,YP_2747,reverse,3048096,3048845
29866671,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1184,forward,1395044,1395793
29866671,Yersinia pseudotuberculosis IP 32953,YPTB2843,reverse,3358797,3359546
29866671,Yersinia pseudotuberculosis PB1/+,YPTS_2952,reverse,3276279,3277028
29866671,Yersinia pseudotuberculosis YPIII,YPK_1291,forward,1420621,1421370
29866672,Yersinia pestis A1122,A1122_11715,reverse,2561260,2562297
29866672,Yersinia pestis Angola,YpAngola_A0419,reverse,434785,435822
29866672,Yersinia pestis Antiqua,YPA_2320,reverse,2599661,2600698
29866672,Yersinia pestis CO92,YPO2880,reverse,3216088,3217125
29866672,Yersinia pestis D106004,YPD4_2261,reverse,2901300,2902289
29866672,Yersinia pestis D182038,YPD8_2428,forward,3089069,3090106
29866672,Yersinia pestis KIM,y1352,forward,1502934,1503971
29866672,Yersinia pestis Nepal516,YPN_1258,forward,1432838,1433875
29866672,Yersinia pestis Pestoides F,YPDSF_2225,reverse,2516307,2517344
29866672,Yersinia pestis Z176003,YPZ3_2448,forward,3164094,3165131
29866672,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_3070,reverse,2966585,2967622
29866672,Yersinia pestis biovar Microtus str. 91001,YP_2746,reverse,3047069,3048106
29866672,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1185,forward,1395783,1396874
29866672,Yersinia pseudotuberculosis IP 32953,YPTB2842,reverse,3357719,3358807
29866672,Yersinia pseudotuberculosis PB1/+,YPTS_2951,reverse,3275201,3276289
29866672,Yersinia pseudotuberculosis YPIII,YPK_1292,forward,1421360,1422466
29866673,Yersinia pestis A1122,A1122_11710,reverse,2560071,2561198
29866673,Yersinia pestis Angola,YpAngola_A0418,reverse,433596,434723
29866673,Yersinia pestis Antiqua,YPA_2319,reverse,2598472,2599599
29866673,Yersinia pestis CO92,YPO2879,reverse,3214899,3216026
29866673,Yersinia pestis D106004,YPD4_2260,reverse,2900111,2901238
29866673,Yersinia pestis D182038,YPD8_2429,forward,3090168,3091295
29866673,Yersinia pestis KIM,y1353,forward,1504033,1505160
