Seq_id	Size	Description
1	4553770	gi|384137007|ref|NC_017168.1|
2	4504254	gi|162418099|ref|NC_010159.1|
3	4702289	gi|108777911|gb|CP000308.1|
4	4532063	gi|384412706|ref|NC_017265.1|
5	4595065	gi|45439865|ref|NC_005810.1|
6	4653728	gi|30407161|emb|AL590842.1|
7	4640720	gi|384120592|ref|NC_017154.1|
8	4626944	gi|384124469|ref|NC_017160.1|
9	4600755	gi|22123922|ref|NC_004088.1|
10	4534590	gi|108773814|gb|CP000305.1|
11	4517345	gi|145597324|ref|NC_009381.1|
12	4553586	gi|294352569|gb|CP001593.1|
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
10	+	1054587	1061683	7097
11	-	3195989	3188894	7096
12	-	3601480	3594384	7097
--------------------------------------------------------------------------------
Block #59
Seq_id	Strand	Start	End	Length
1	+	524985	560861	35877
2	+	3087973	3122553	34581
3	+	3984306	4020167	35862
4	-	3914392	3880477	33916
5	+	4148856	4182756	33901
6	-	578870	542994	35877
7	-	574514	538639	35876
8	-	576689	540828	35862
9	+	4041691	4075609	33919
10	-	496115	462197	33919
11	+	3524089	3557477	33389
12	-	632364	596488	35877
--------------------------------------------------------------------------------
Block #60
Seq_id	Strand	Start	End	Length
1	+	2245831	2266607	20777
2	-	3224547	3203556	20992
3	-	2947805	2927034	20772
4	-	3307768	3286992	20777
5	+	839389	860165	20777
6	-	3516136	3495360	20777
7	-	3511596	3490820	20777
8	-	3493555	3472779	20777
9	+	1161593	1182370	20778
10	+	1089738	1110220	20483
11	-	3162671	3141577	21095
12	-	3568582	3547806	20777
--------------------------------------------------------------------------------
Block #61
Seq_id	Strand	Start	End	Length
1	+	475296	488931	13636
2	+	1137749	1151383	13635
3	+	3564886	3578521	13636
4	-	3964082	3950446	13637
5	-	3221370	3207735	13636
6	-	628554	614919	13636
7	-	624212	610578	13635
8	-	626402	612767	13636
9	+	3991985	4005620	13636
10	-	546146	532203	13944
11	-	410486	396851	13636
12	-	682073	668438	13636
--------------------------------------------------------------------------------
Block #62
Seq_id	Strand	Start	End	Length
1	+	2328831	2334142	5312
2	+	1333850	1339121	5272
3	-	2864899	2859589	5311
4	-	3226828	3221518	5311
5	+	920363	925673	5311
6	-	3433234	3427924	5311
7	-	3430602	3425292	5311
8	-	3412592	3407283	5310
9	+	1242530	1247841	5312
10	+	1172414	1177725	5312
11	-	3081512	3076202	5311
12	-	3487638	3482328	5311
--------------------------------------------------------------------------------
Block #63
Seq_id	Strand	Start	End	Length
1	-	73158	40209	32950
2	+	137472	171705	34234
3	-	386026	353095	32932
4	-	877172	844226	32947
5	-	3988471	3954225	34247
6	+	1032116	1065065	32950
7	-	965886	932936	32951
8	-	967861	934909	32953
9	+	3660194	3693143	32950
10	+	3528021	3560969	32949
11	-	650364	617419	32946
12	-	1023741	990791	32951
--------------------------------------------------------------------------------
Block #64
Seq_id	Strand	Start	End	Length
1	+	2486361	2498067	11707
2	-	1350549	1339122	11428
3	+	2848161	2859588	11428
4	+	3210089	3221517	11429
5	-	937100	925674	11427
6	+	3141889	3153595	11707
7	+	2827111	2838817	11707
8	-	3164280	3152573	11708
9	-	1259269	1247842	11428
10	-	1189153	1177726	11428
11	+	3064774	3076201	11428
12	-	3239317	3227611	11707
--------------------------------------------------------------------------------
Block #65
Seq_id	Strand	Start	End	Length
1	-	1370083	1360671	9413
2	-	128313	118901	9413
3	-	136252	126840	9413
4	-	289456	280044	9413
5	-	3501165	3491753	9413
6	+	4389735	4399145	9411
7	+	4376561	4385973	9413
8	+	4362696	4372107	9412
9	-	355955	346543	9413
10	-	84017	74605	9413
11	+	4044485	4053897	9413
12	+	4436124	4445536	9413
--------------------------------------------------------------------------------
Block #66
Seq_id	Strand	Start	End	Length
1	+	2936258	2945130	8873
2	-	1840216	1831344	8873
3	-	2253228	2244357	8872
4	+	1567079	1575945	8867
5	-	2592232	2583360	8873
6	-	2826178	2817306	8873
7	-	2825651	2816779	8873
8	+	2783404	2792276	8873
9	+	1845992	1854864	8873
10	-	2387962	2379090	8873
11	-	2178370	2169514	8857
12	-	2778501	2769629	8873
--------------------------------------------------------------------------------
Block #67
Seq_id	Strand	Start	End	Length
1	+	1591680	1623067	31388
2	-	4177514	4146292	31223
3	+	24700	56117	31418
4	+	22737	54151	31415
5	-	3430589	3399170	31420
6	-	4169925	4138538	31388
7	-	4156776	4125384	31393
8	-	4142866	4111474	31393
9	+	22488	53722	31235
10	+	22737	54154	31418
11	+	183335	214750	31416
12	-	4216717	4185300	31418
--------------------------------------------------------------------------------
Block #68
Seq_id	Strand	Start	End	Length
1	-	2573935	2547320	26616
2	-	447639	421566	26074
3	-	2612566	2586394	26173
4	-	2979489	2953331	26159
5	-	3060082	3033839	26244
6	-	3228979	3202834	26146
7	-	2914206	2888078	26129
8	+	3077201	3103320	26120
9	+	1491066	1517193	26128
10	+	1420970	1447113	26144
11	-	2529314	2503053	26262
12	+	3152226	3178353	26128
--------------------------------------------------------------------------------
Block #69
Seq_id	Strand	Start	End	Length
1	+	4299843	4342595	42753
2	+	1495509	1537558	42050
3	+	1080524	1125212	44689
4	-	2890293	2847525	42769
5	-	984874	943122	41753
6	+	1377800	1420534	42735
7	+	1391258	1434027	42770
8	-	1382553	1339786	42768
9	-	3269942	3227173	42770
10	-	3105930	3063182	42749
11	-	2814326	2772219	42108
12	+	1449159	1491928	42770
--------------------------------------------------------------------------------
Block #70
Seq_id	Strand	Start	End	Length
1	-	4032051	4016793	15259
2	+	3390296	3405887	15592
3	+	838768	854095	15328
4	-	2641165	2625837	15329
5	+	1453539	1469141	15603
6	+	1626932	1642190	15259
7	+	1638445	1653773	15329
8	+	1618941	1634268	15328
9	-	3020762	3005436	15327
10	-	2856827	2841500	15328
11	-	1738103	1722775	15329
12	+	1696379	1711706	15328
--------------------------------------------------------------------------------
Block #71
Seq_id	Strand	Start	End	Length
1	-	524984	520289	4696
2	-	3087972	3083287	4686
3	-	3984305	3979537	4769
4	+	3914393	3919088	4696
5	+	4141199	4145905	4707
6	+	578871	583561	4691
7	+	574515	579210	4696
8	+	576690	581385	4696
9	-	4041690	4036978	4713
10	+	496116	500845	4730
11	-	3523998	3519576	4423
12	+	632365	637060	4696
--------------------------------------------------------------------------------
Block #72
Seq_id	Strand	Start	End	Length
1	-	2245830	2220030	25801
2	+	3224548	3251551	27004
3	+	2947806	2973607	25802
4	+	3307769	3333569	25801
5	-	839388	813588	25801
6	+	3516137	3541937	25801
7	+	3511597	3537396	25800
8	+	3493556	3519355	25800
9	-	1161592	1135792	25801
10	-	1089443	1061684	27760
11	+	3162672	3188893	26222
12	+	3568583	3594383	25801
--------------------------------------------------------------------------------
Block #73
Seq_id	Strand	Start	End	Length
1	-	1916072	1858460	57613
2	-	4309371	4251776	57596
3	+	3275683	3333295	57613
4	+	3633877	3691190	57314
5	-	690484	632875	57610
6	+	3843233	3900846	57614
7	+	3833979	3891593	57615
8	+	3820076	3877688	57613
9	-	835236	777920	57317
10	-	763240	706276	56965
11	+	3702323	3759921	57599
12	+	3894160	3951479	57320
--------------------------------------------------------------------------------
Block #74
Seq_id	Strand	Start	End	Length
1	+	1079832	1087379	7548
2	-	26130	18703	7428
3	+	3933671	3941218	7548
4	+	4096697	4104255	7559
5	-	25995	18437	7559
6	-	26200	18653	7548
7	-	26198	18652	7547
8	-	26258	18712	7547
9	+	4232612	4240170	7559
10	-	307186	299628	7559
11	+	4457316	4464743	7428
12	-	26199	18652	7548
--------------------------------------------------------------------------------
Block #75
Seq_id	Strand	Start	End	Length
1	+	620729	634972	14244
2	+	830010	844462	14453
3	-	4561363	4547121	14243
4	+	4000820	4015058	14239
5	+	4241912	4256178	14267
6	-	483125	468883	14243
7	-	478770	464528	14243
8	-	480961	466718	14244
9	+	4135477	4149715	14239
10	-	402329	388092	14238
11	+	3615911	3630158	14248
12	-	536619	522376	14244
--------------------------------------------------------------------------------
Block #76
Seq_id	Strand	Start	End	Length
1	-	1952346	1922489	29858
2	+	1043110	1073658	30549
3	+	3239408	3269265	29858
4	+	3597580	3627460	29881
5	-	284263	254393	29871
6	+	3806959	3836816	29858
7	+	3797754	3827562	29809
8	+	3783801	3813646	29846
9	-	871597	841653	29945
10	-	800533	770661	29873
11	-	3347975	3318135	29841
12	+	3857567	3887449	29883
--------------------------------------------------------------------------------
Block #77
Seq_id	Strand	Start	End	Length
1	+	2573936	2597633	23698
2	+	447640	470592	22953
3	+	2612567	2635539	22973
4	+	2979490	3003040	23551
5	-	2843865	2820893	22973
6	+	3228980	3252677	23698
7	+	2914207	2937906	23700
8	-	3077200	3053502	23699
9	-	1491065	1468228	22838
10	-	1420969	1398129	22841
11	+	2529315	2551848	22534
12	-	3152225	3128528	23698
--------------------------------------------------------------------------------
Block #78
Seq_id	Strand	Start	End	Length
1	-	1535350	1525060	10291
2	-	1989307	1979306	10002
3	+	3837389	3847679	10291
4	-	452646	442356	10291
5	-	3662754	3652753	10002
6	+	4226502	4236792	10291
7	+	4213297	4223587	10291
8	+	4199383	4209673	10291
9	-	519213	508923	10291
10	-	247195	236905	10291
11	+	3884751	3894752	10002
12	+	4273309	4283599	10291
--------------------------------------------------------------------------------
Block #79
Seq_id	Strand	Start	End	Length
1	-	2212932	2204824	8109
2	+	3597860	3606225	8366
3	+	2981147	2989247	8101
4	+	3340667	3348489	7823
5	-	806490	798648	7843
6	+	3549035	3557143	8109
7	+	3544493	3552316	7824
8	+	3526453	3534255	7803
9	-	1126735	1118913	7823
10	-	1054153	1046053	8101
11	+	3195990	3203792	7803
12	+	3601481	3609589	8109
--------------------------------------------------------------------------------
Block #80
Seq_id	Strand	Start	End	Length
1	+	3893857	3930443	36587
2	+	3354087	3390295	36209
3	-	977139	940518	36622
4	+	2504764	2541378	36615
5	-	1592125	1555539	36587
6	-	1765214	1728628	36587
7	-	1779865	1743252	36614
8	+	2001580	2038192	36613
9	+	2884368	2920980	36613
10	+	2719718	2756331	36614
11	+	1601085	1637671	36587
12	-	1837772	1801159	36614
--------------------------------------------------------------------------------
Block #81
Seq_id	Strand	Start	End	Length
1	-	246396	220775	25622
2	+	3433024	3458649	25626
3	-	561968	536293	25676
4	-	1048539	1022855	25685
5	-	3191873	3166207	25667
6	+	858885	884507	25623
7	-	1137232	1111555	25678
8	-	1139903	1114227	25677
9	+	3488865	3514523	25659
10	+	3356684	3382369	25686
11	+	1910741	1936434	25694
12	-	1195086	1169410	25677
--------------------------------------------------------------------------------
Block #82
Seq_id	Strand	Start	End	Length
1	-	976971	884908	92064
2	-	3986963	3897373	89591
3	-	3698046	3607963	90084
4	+	57774	147895	90122
5	+	128858	218907	90050
6	+	128132	220195	92064
7	+	127111	217196	90086
8	+	127169	219235	92067
9	+	4351212	4441299	90088
10	-	4492157	4400058	92100
11	+	56622	146706	90085
12	+	127100	217204	90105
--------------------------------------------------------------------------------
Block #83
Seq_id	Strand	Start	End	Length
1	-	3086203	3016410	69794
2	+	2686576	2760552	73977
3	+	1937395	2007406	70012
4	+	1978841	2047657	68817
5	+	2412741	2482552	69812
6	+	2676230	2746023	69794
7	-	1892241	1822465	69777
8	+	1888473	1958978	70506
9	-	2158029	2088235	69795
10	+	2074683	2144477	69795
11	-	867311	797550	69762
12	-	1950166	1880373	69794
--------------------------------------------------------------------------------
Block #84
Seq_id	Strand	Start	End	Length
1	+	988261	994547	6287
2	-	118189	111903	6287
3	-	299001	292715	6287
4	-	249976	243690	6287
5	-	117565	111279	6287
6	-	116832	110546	6287
7	-	115818	109532	6287
8	-	115879	109593	6287
9	-	316491	310205	6287
10	+	4297985	4304271	6287
11	+	4368279	4374565	6287
12	-	115818	109532	6287
--------------------------------------------------------------------------------
Block #85
Seq_id	Strand	Start	End	Length
1	-	3957547	3932491	25057
2	+	3177521	3203064	25544
3	+	915388	940517	25130
4	-	2566509	2541379	25131
5	+	1530428	1555538	25111
6	+	1701524	1726580	25057
7	+	1718122	1743251	25130
8	-	2063322	2038193	25130
9	-	2946110	2920981	25130
10	-	2782172	2756332	25841
11	-	1664764	1637672	27093
12	+	1776029	1801158	25130
--------------------------------------------------------------------------------
Block #86
Seq_id	Strand	Start	End	Length
1	-	12292	1	12292
2	+	195993	208249	12257
3	-	325164	312873	12292
4	-	816270	803979	12292
5	-	3926260	3913969	12292
6	+	1092982	1105273	12292
7	-	910001	897709	12293
8	-	912110	899819	12292
9	+	3721084	3733375	12292
10	+	3588956	3601247	12292
11	-	594446	582173	12274
12	-	967849	955558	12292
--------------------------------------------------------------------------------
Block #87
Seq_id	Strand	Start	End	Length
1	-	1857046	1812924	44123
2	-	4250362	4205550	44813
3	+	58184	102305	44122
4	+	546465	590610	44146
5	-	631461	587316	44146
6	+	3902260	3946382	44123
7	-	4123317	4079192	44126
8	+	3879102	3923225	44124
9	-	776506	732360	44147
10	+	3695153	3739299	44147
11	+	4073695	4117817	44123
12	-	4183233	4139086	44148
--------------------------------------------------------------------------------
Block #88
Seq_id	Strand	Start	End	Length
1	+	4167107	4185212	18106
2	+	1429243	1447348	18106
3	+	661827	679932	18106
4	+	1146421	1164526	18106
5	-	1137838	1119733	18106
6	+	1245091	1263196	18106
7	+	1236381	1254486	18106
8	-	1515230	1497124	18107
9	-	3389735	3371630	18106
10	-	3258783	3240678	18106
11	-	2947369	2929264	18106
12	+	1294288	1312393	18106
--------------------------------------------------------------------------------
Block #89
Seq_id	Strand	Start	End	Length
1	-	1591679	1586884	4796
2	-	643984	639189	4796
3	-	24699	19904	4796
4	-	22736	17942	4795
5	+	3430590	3435385	4796
6	+	4169926	4174721	4796
7	+	4156777	4161572	4796
8	+	4142867	4147662	4796
9	-	22487	17693	4795
10	-	22736	17942	4795
11	-	183334	178539	4796
12	+	4216718	4221513	4796
--------------------------------------------------------------------------------
Block #90
Seq_id	Strand	Start	End	Length
1	+	3165403	3193907	28505
2	-	2415299	2385183	30117
3	-	1858905	1830338	28568
4	-	1904298	1875556	28743
5	-	2333525	2304670	28856
6	-	2597023	2568505	28519
7	-	2585193	2556654	28540
8	-	1809253	1780736	28518
9	-	2365455	2336662	28794
10	-	1998804	1970068	28737
11	+	946567	975412	28846
12	+	2027437	2056245	28809
--------------------------------------------------------------------------------
Block #91
Seq_id	Strand	Start	End	Length
1	-	2149783	2138411	11373
2	+	3531093	3542284	11192
3	+	3043861	3055051	11191
4	+	3404555	3415928	11374
5	-	746134	734762	11373
6	+	3612183	3623556	11374
7	+	3604971	3616344	11374
8	+	3588868	3600241	11374
9	-	1066382	1055008	11375
10	-	993390	982015	11376
11	+	3256953	3268348	11396
12	+	3662670	3674043	11374
--------------------------------------------------------------------------------
Block #92
Seq_id	Strand	Start	End	Length
1	-	4189400	4185213	4188
3	-	684120	679933	4188
4	-	1168714	1164527	4188
5	+	1115545	1119732	4188
6	-	1267384	1263197	4188
7	-	1258674	1254487	4188
8	+	1492935	1497123	4189
9	+	3367442	3371629	4188
10	+	3236491	3240677	4187
12	-	1316581	1312394	4188
--------------------------------------------------------------------------------
Block #93
Seq_id	Strand	Start	End	Length
1	-	2328830	2295069	33762
2	-	1333849	1300237	33613
3	+	2864900	2898572	33673
4	+	3226829	3260493	33665
5	-	920362	886700	33663
6	+	3433235	3466899	33665
7	+	3430603	3464311	33709
8	+	3412593	3446311	33719
9	-	1242529	1208872	33658
10	-	1171616	1136722	34895
11	+	3081513	3115045	33533
12	+	3487639	3521304	33666
--------------------------------------------------------------------------------
Block #94
Seq_id	Strand	Start	End	Length
1	+	3095615	3125111	29497
2	-	2676172	2647581	28592
3	-	1927983	1901028	26956
4	-	1971161	1943636	27526
5	-	2403329	2375784	27546
6	-	2666818	2637315	29504
7	+	1901653	1929187	27535
8	-	1879061	1851526	27536
9	+	2162139	2189684	27546
10	-	2067003	2039465	27539
11	+	876723	904304	27582
12	+	1959872	1987115	27244
--------------------------------------------------------------------------------
Block #95
Seq_id	Strand	Start	End	Length
1	+	3151743	3162820	11078
2	+	2318054	2328937	10884
3	-	1872450	1861488	10963
4	-	1916986	1906881	10106
5	-	2349156	2338068	11089
6	-	2610683	2599606	11078
7	-	2598853	2587776	11078
8	-	1822918	1811835	11084
9	+	2216334	2226433	10100
10	-	2012815	2002710	10106
11	+	932895	943984	11090
12	+	2013765	2024854	11090
--------------------------------------------------------------------------------
Block #96
Seq_id	Strand	Start	End	Length
1	-	1564607	1549889	14719
2	-	2946753	2932016	14738
3	+	4054337	4069055	14719
4	-	481903	467185	14719
5	+	3457511	3471935	14425
6	+	4197245	4211963	14719
7	+	4184098	4198818	14721
8	+	4170126	4184844	14719
9	-	548470	533752	14719
10	-	276454	261735	14720
11	+	4301357	4315781	14425
12	+	4244039	4258757	14719
--------------------------------------------------------------------------------
Block #97
Seq_id	Strand	Start	End	Length
1	+	1106031	1139996	33966
2	-	4504254	4470290	33965
3	-	4702289	4668325	33965
4	-	4532063	4498104	33960
5	-	4594816	4560860	33957
6	-	4653728	4619763	33966
7	-	4640720	4606755	33966
8	-	4626944	4592980	33965
9	-	4600506	4566541	33966
10	-	4534590	4500625	33966
11	+	4483380	4517345	33966
12	-	4553586	4519621	33966
--------------------------------------------------------------------------------
Block #98
Seq_id	Strand	Start	End	Length
1	+	4409430	4424807	15378
2	+	1604351	1619430	15080
3	+	699158	714531	15374
4	-	2780709	2765336	15374
5	-	1386736	1371322	15415
6	+	1487362	1502740	15379
7	+	1500855	1516227	15373
8	-	1272955	1257582	15374
9	-	3160358	3144996	15363
10	-	2996385	2981013	15373
11	-	2704704	2689327	15378
12	+	1559043	1574122	15080
--------------------------------------------------------------------------------
Block #99
Seq_id	Strand	Start	End	Length
1	+	1952347	2004022	51676
2	-	1042220	990845	51376
3	-	3239407	3187776	51632
4	-	3597579	3545867	51713
5	+	284264	335915	51652
6	-	3806958	3755283	51676
7	-	3797753	3746103	51651
8	-	3783800	3732140	51661
9	+	871598	923267	51670
10	+	800534	852254	51721
11	+	3348155	3399478	51324
12	-	3857566	3805899	51668
--------------------------------------------------------------------------------
Block #100
Seq_id	Strand	Start	End	Length
1	+	3759588	3813097	53510
2	+	2956806	3010300	53495
3	+	2082905	2138403	55499
4	-	1735934	1682332	53603
5	-	1995780	1942215	53566
6	-	1899498	1845974	53525
7	+	2655798	2709336	53539
8	+	2637644	2691191	53548
9	-	2014814	1961283	53532
10	+	2219271	2272810	53540
11	+	2010441	2064186	53746
12	+	2608655	2662195	53541
--------------------------------------------------------------------------------
Block #101
Seq_id	Strand	Start	End	Length
1	-	2274526	2266608	7919
2	-	3029452	3021535	7918
3	+	2919116	2927033	7918
4	+	3279074	3286991	7918
5	-	868083	860166	7918
6	+	3487441	3495359	7919
7	+	3482895	3490819	7925
8	+	3464861	3472778	7918
9	-	1190288	1182371	7918
10	-	1118138	1110221	7918
11	+	3133627	3141576	7950
12	+	3539888	3547805	7918
--------------------------------------------------------------------------------
Block #102
Seq_id	Strand	Start	End	Length
1	-	738477	707148	31330
2	-	727634	696281	31354
3	-	4424771	4393399	31373
4	-	630199	598944	31256
5	+	547777	578982	31206
6	+	367337	398666	31330
7	+	363138	394319	31182
8	+	365145	396518	31374
9	+	692899	724026	31128
10	-	3778882	3747633	31250
11	-	4157338	4126152	31187
12	+	421136	452166	31031
--------------------------------------------------------------------------------
Block #103
Seq_id	Strand	Start	End	Length
1	-	3439129	3397500	41630
2	-	2550727	2509458	41270
3	+	1607157	1649756	42600
4	-	2218331	2176460	41872
5	+	2105251	2146612	41362
6	+	2322852	2364732	41881
7	+	2319780	2361634	41855
8	-	2218155	2176379	41777
9	-	2496636	2454751	41886
10	+	1731476	1773344	41869
11	-	1211205	1169483	41723
12	-	2290656	2248772	41885
--------------------------------------------------------------------------------
Block #104
Seq_id	Strand	Start	End	Length
1	+	448930	475295	26366
2	+	1111381	1137748	26368
3	+	3538520	3564885	26366
4	+	3830981	3857346	26366
5	-	3247752	3221371	26382
6	-	654920	628555	26366
7	-	650579	624213	26367
8	-	652767	626403	26365
9	+	3965619	3991984	26366
10	-	572299	546147	26153
11	-	436876	410487	26390
12	-	708439	682074	26366
--------------------------------------------------------------------------------
Block #105
Seq_id	Strand	Start	End	Length
1	-	1548429	1543736	4694
2	+	3611361	3616054	4694
3	+	3824301	3828994	4694
4	-	465725	461032	4694
5	-	3675412	3670719	4694
6	+	4213423	4218116	4694
7	+	4200278	4204971	4694
8	+	4186304	4190997	4694
9	-	532292	527599	4694
10	-	260275	255582	4694
11	+	3872093	3876786	4694
12	+	4260217	4264910	4694
--------------------------------------------------------------------------------
Block #106
Seq_id	Strand	Start	End	Length
1	+	3525060	3590101	65042
2	-	2162664	2096096	66569
3	-	1419032	1352031	67002
4	+	2301009	2366097	65089
5	+	1653284	1718409	65126
6	-	2135953	2070944	65010
7	-	2135521	2070454	65068
8	+	2402380	2468147	65768
9	+	2680845	2745915	65071
10	+	2515990	2581042	65053
11	+	1400246	1465243	64998
12	+	2374075	2439152	65078
--------------------------------------------------------------------------------
Block #107
Seq_id	Strand	Start	End	Length
1	-	4496145	4486328	9818
2	-	3418012	3408195	9818
3	+	576980	586797	9818
4	+	1063551	1073368	9818
5	-	3140184	3130367	9818
6	+	1162899	1172716	9818
7	+	1154204	1164021	9818
8	+	1543056	1552870	9815
9	-	3473853	3464036	9818
10	-	3341672	3331855	9818
11	-	1893856	1883839	10018
12	+	1212058	1221875	9818
--------------------------------------------------------------------------------
Block #108
Seq_id	Strand	Start	End	Length
1	+	2515647	2543207	27561
2	-	3292747	3265175	27573
3	+	2554709	2582289	27581
4	-	1268046	1240466	27581
5	+	3001827	3029407	27581
6	+	3171161	3198721	27561
7	+	2856383	2883965	27583
8	-	3134993	3107433	27561
9	-	1548885	1521306	27580
10	-	1478806	1451226	27581
11	+	2471358	2498940	27583
12	-	3210046	3182466	27581
--------------------------------------------------------------------------------
Block #109
Seq_id	Strand	Start	End	Length
1	-	4436167	4426762	9406
2	-	2814496	2805090	9407
3	+	639612	649017	9406
4	+	1124206	1133611	9406
5	-	3080221	3070812	9410
6	+	1222877	1232282	9406
7	+	1214166	1223571	9406
8	+	1603018	1612424	9407
9	-	3411931	3402544	9388
10	-	3280998	3271593	9406
11	-	1833684	1824259	9426
12	+	1272036	1281478	9443
--------------------------------------------------------------------------------
Block #110
Seq_id	Strand	Start	End	Length
1	+	3881292	3893856	12565
2	-	3264355	3251972	12384
3	-	989709	977140	12570
4	+	2492199	2504763	12565
5	-	1604562	1592126	12437
6	-	1777779	1765215	12565
7	-	1792429	1779866	12564
8	+	1989015	2001579	12565
9	+	2871804	2884367	12564
10	+	2707153	2719717	12565
11	+	1588367	1601084	12718
12	-	1850337	1837773	12565
--------------------------------------------------------------------------------
Block #111
Seq_id	Strand	Start	End	Length
1	-	1105781	1093741	12041
2	+	250	12275	12026
3	+	250	14252	14003
4	+	250	12290	12041
5	+	1	12056	12056
6	+	251	12291	12041
7	+	250	12290	12041
8	+	250	12291	12042
9	+	1	12041	12041
10	+	250	12290	12041
11	-	4483130	4471105	12026
12	+	250	12290	12041
--------------------------------------------------------------------------------
Block #112
Seq_id	Strand	Start	End	Length
1	-	2107818	2100559	7260
2	+	3689552	3696812	7261
3	+	3085603	3092862	7260
4	+	3444546	3451805	7260
5	-	704160	696900	7261
6	+	3654149	3661408	7260
7	+	3646880	3654139	7260
8	+	3630834	3638093	7260
9	-	1024414	1017155	7260
10	-	953391	946132	7260
11	+	3305890	3313150	7261
12	+	3704576	3711835	7260
--------------------------------------------------------------------------------
Block #113
Seq_id	Strand	Start	End	Length
1	+	3825434	3846346	20913
2	+	3704661	3724833	20173
3	+	2151020	2171631	20612
4	-	1671955	1651768	20188
5	+	2492158	2512360	20203
6	-	1833637	1812725	20913
7	+	2719713	2740627	20915
8	+	2701568	2722481	20914
9	-	1950906	1930718	20189
10	+	2283187	2303374	20188
11	+	2074563	2094730	20168
12	+	2672572	2693484	20913
--------------------------------------------------------------------------------
Block #114
Seq_id	Strand	Start	End	Length
1	+	3965172	3987652	22481
2	-	3169896	3147600	22297
3	-	907763	885283	22481
4	+	2574134	2596614	22481
5	-	1522803	1500324	22480
6	-	1693899	1671419	22481
7	-	1710497	1688017	22481
8	-	1691111	1668631	22481
9	+	2953735	2976216	22482
10	+	2789797	2812277	22481
11	+	1671066	1693546	22481
12	-	1768404	1745924	22481
--------------------------------------------------------------------------------
Block #115
Seq_id	Strand	Start	End	Length
1	-	1337073	1243234	93840
2	-	4410488	4315276	95213
3	+	4221194	4315096	93903
4	+	4296527	4394224	97698
5	+	3679215	3773408	94194
6	+	4420783	4514622	93840
7	+	4407612	4501523	93912
8	+	4393745	4487675	93931
9	-	4348361	4254503	93859
10	+	4092414	4190112	97699
11	+	3763175	3862022	98848
12	-	2879794	2785877	93918
--------------------------------------------------------------------------------
Block #116
Seq_id	Strand	Start	End	Length
1	+	3957548	3963825	6278
2	-	3176197	3169920	6278
3	-	915387	909110	6278
4	+	2566510	2572787	6278
5	-	1530427	1524150	6278
6	-	1701523	1695246	6278
7	-	1718121	1711844	6278
8	+	2063323	2069600	6278
9	+	2946111	2952388	6278
10	+	2782173	2788450	6278
11	+	1664765	1671042	6278
12	-	1776028	1769751	6278
--------------------------------------------------------------------------------
Block #117
Seq_id	Strand	Start	End	Length
1	-	102135	97525	4611
2	-	4058496	4053886	4611
3	-	415713	411098	4616
4	-	904199	899589	4611
5	+	4108096	4112707	4612
6	+	1003138	1007749	4612
7	-	992903	988293	4611
8	-	994879	990269	4611
9	+	3633146	3637757	4612
10	+	3500993	3505604	4612
11	-	677604	672772	4833
12	-	1050760	1046149	4612
--------------------------------------------------------------------------------
Block #118
Seq_id	Strand	Start	End	Length
1	+	172464	197132	24669
2	+	3573442	3597859	24418
3	+	488006	512658	24653
4	+	974536	999220	24685
5	-	4037776	4012928	24849
6	-	932809	908143	24667
7	+	1063234	1087919	24686
8	+	1065210	1089879	24670
9	-	3562832	3538167	24666
10	-	3430664	3406005	24660
11	+	748454	773108	24655
12	+	1121387	1145775	24389
--------------------------------------------------------------------------------
Block #119
Seq_id	Strand	Start	End	Length
1	+	3321810	3357668	35859
2	+	2451879	2487752	35874
3	-	1712404	1676525	35880
4	+	2101462	2137340	35879
5	-	2189583	2153690	35894
6	-	2440442	2404564	35879
7	-	2437345	2401465	35881
8	+	2100654	2136548	35895
9	+	2379765	2415629	35865
10	-	1849056	1813177	35880
11	+	1095800	1131563	35764
12	+	2172755	2208940	36186
--------------------------------------------------------------------------------
Block #120
Seq_id	Strand	Start	End	Length
1	+	73159	89516	16358
2	+	3552470	3568910	16441
3	+	386027	403176	17150
4	+	877173	893622	16450
5	+	3988472	4004913	16442
6	-	1032115	1015955	16161
7	+	965887	982327	16441
8	+	967862	984302	16441
9	-	3660193	3643724	16470
10	-	3528020	3511571	16450
11	+	650365	666805	16441
12	+	1023742	1040182	16441
--------------------------------------------------------------------------------
Block #121
Seq_id	Strand	Start	End	Length
1	-	4407029	4342596	64434
2	-	1600944	1537559	63386
3	-	1191057	1125213	65845
4	+	2783110	2847524	64415
5	+	1389121	1453538	64418
6	-	1484961	1420535	64427
7	-	1498454	1434028	64427
8	+	1275356	1339785	64430
9	+	3162770	3227172	64403
10	+	2998786	3063181	64396
11	+	2707106	2772218	65113
12	-	1556347	1491929	64419
--------------------------------------------------------------------------------
Block #122
Seq_id	Strand	Start	End	Length
1	-	3825433	3816148	9286
2	+	2947309	2955988	8680
3	-	2148784	2139494	9291
4	+	1671956	1681241	9286
5	-	2492157	2482872	9286
6	+	1833638	1842923	9286
7	-	2719712	2710427	9286
8	-	2701567	2692282	9286
9	+	1950907	1960192	9286
10	-	2283186	2273901	9286
11	-	2074562	2065277	9286
12	-	2672571	2663286	9286
--------------------------------------------------------------------------------
Block #123
Seq_id	Strand	Start	End	Length
1	+	3285640	3291402	5763
